SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,distance_to_bart_miles,within_0_5_miles_bart,distance_to_quality_school_miles,nearest_quality_school_name,nearest_quality_school_quality_distance,nearest_quality_school_quality_level,within_2_miles_quality_school,within_0_5_mile_quality_school,within_1_mile_quality_school,price_num,grade,holc_grade,holc_color,is_HOLC_A,is_HOLC_B,is_HOLC_C,is_HOLC_D,is_HOLC_red,sale_date,sale_year,year_built,sale_year_num,age_at_sale,dist_to_grocery_miles,dist_to_retail_dining_miles,dist_to_shopping_center_miles,dist_to_hiking_miles,dist_to_waterfront_miles,dist_to_employer_industrial_miles,dist_to_employer_pixar_miles,dist_to_employer_downtown_miles,dist_to_employer_college_miles,zip_code
PAST SALE,November-17-2023,Single Family Residential,3369 Arkansas St,Oakland,CA,94602,617000,1,1,LOWER LAUREL,649,2944,1928,NA,951,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3369-Arkansas-St-94602/home/539783,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41040897,N,Y,37.792741,-122.2054356,1.602530917109955,0,0.737492799229833,Sequoia Elementary,27.75,4,1,0,1,617000,C,C,yellow,0,0,1,0,0,2023-11-17,2023,1928,2023,95,2.4250931106816758,2.4368005690542236,4.117554174918801,1.565026378326885,3.870338348372838,4.012172689335137,5.085244247253181,3.38657719973242,6.067275373962948,94602
PAST SALE,December-30-2022,Single Family Residential,6846 Saroni Dr,Oakland,CA,94611,760000,1,1.5,MONTCLAIR,890,6500,1955,NA,854,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/6846-Saroni-Dr-94611/home/2040738,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41014388,N,Y,37.8344886,-122.1998575,2.8957212265291,0,0.6471387395685194,Thornhill Elementary,36.7,4,1,0,1,760000,A,A,green,1,0,0,0,0,2022-12-30,2022,1955,2022,67,2.963968927556879,0.7351453067822559,5.02050179293583,1.5228542247812171,4.989744849267581,5.073247163721286,4.576676825502814,3.92829060815861,4.050844028030867,94611
PAST SALE,NA,Single Family Residential,1004 39th St,Emeryville,CA,94608,262000,1,1,NA,779,2500,1925,NA,336,NA,NA,NA,NA,https://www.redfin.com/CA/Emeryville/1004-39th-St-94608/home/1832482,NA,NA,N,Y,37.8300097,-122.27712,0.552530768150446,0,0.86227843016943,Yu Ming Charter,91.65,5,1,0,1,262000,D,D,red,0,0,0,1,1,NA,NA,1925,NA,NA,0.9947131667114624,0.8137330725031118,0.8397187862483818,3.786316618320833,2.4296895969972185,1.9849064881027552,0.40315392595067723,1.6311150498278482,2.8957564897588624,94608
PAST SALE,NA,Condo/Co-op,200 Caldecott Ln #106,Oakland,CA,94618,360000,1,1,NA,773,NA,1996,NA,466,NA,NA,NA,NA,https://www.redfin.com/CA/Oakland/200-Caldecott-Ln-94618/unit-106/home/1446699,NA,NA,N,Y,37.856404,-122.2199322,1.892344591337201,0,1.3094295471789013,Hillcrest,46.35,4,1,0,0,360000,A,A,green,1,0,0,0,0,NA,NA,1996,NA,NA,1.934422833569678,1.8434070890106455,4.230551745605435,0.3720598400008657,5.248003339465459,5.280794882118649,3.8460423958960694,4.077382582451917,2.335741786526411,94618
PAST SALE,NA,Single Family Residential,5101 McDonell Ave,Oakland,CA,94619,250000,1,0.5,NA,647,1682,1928,NA,386,NA,NA,NA,NA,https://www.redfin.com/CA/Oakland/5101-McDonell-Ave-94619/home/1341664,NA,NA,N,Y,37.7880645,-122.1758689,2.6373347931843063,0,0.8424163711413514,Redwood Heights Elementary,41,5,1,0,1,250000,C,C,yellow,0,0,1,0,0,NA,NA,1928,NA,NA,4.0244522598414925,3.346707247645938,5.724234414063129,1.583642751684111,5.502101062053926,5.119532088962564,6.6439723560295265,5.022706915611687,7.24239477624644,94619
PAST SALE,August-9-2022,Single Family Residential,71 Norman Ln,Oakland,CA,94618,1023000,1,1,UPPER ROCKRIDGE,870,6156,1951,NA,1176,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/71-Norman-Ln-94618/home/1995488,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41004801,N,Y,37.8409605,-122.2336808,0.9969477655362209,0,0.05692750083166587,Hillcrest,46.35,4,1,1,1,1023000,B,B,blue,0,1,0,0,0,2022-08-09,2022,1951,2022,71,1.0803577119619365,1.150878323364366,3.2155448558722357,1.3586749572848904,3.9438425933447343,3.97798984014725,2.7885507667694496,2.7734144876062325,2.4210134368675393,94618
PAST SALE,March-5-2024,Single Family Residential,4129 Penniman Ct,Oakland,CA,94619,545000,1,1,Allendale,836,2421,1925,NA,652,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/4129B-Penniman-Ct-94619/home/109267762,San Francisco MLS,41047329,N,Y,37.784902,-122.2020175,1.3938479829175998,0,1.1891362740246763,Oakland Unity High,0.6999999999999993,4,1,0,0,545000,C,C,yellow,0,0,1,0,0,2024-03-05,2024,1925,2024,99,2.8770014743772965,2.895144820692801,4.3053922709835,1.9075428824411647,4.112292523260043,4.2601586402232785,5.547308938277659,3.7673604023018883,6.632187852644087,94619
PAST SALE,April-11-2022,Single Family Residential,3614 Mangels Ave,Oakland,CA,94619,530000,1,1,ALLENDALE,540,1600,1925,NA,981,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3614-Mangels-Ave-94619/home/1910811,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40985787,N,Y,37.7902775,-122.2038588,1.5365620925925751,0,0.9282334225297675,Sequoia Elementary,27.75,4,1,0,1,530000,C,C,yellow,0,0,1,0,0,2022-04-11,2022,1925,2022,97,2.5852714691293204,2.5989951973781498,4.196454681312834,1.6427290709136875,3.966357199010649,4.110394681190777,5.250835460352757,3.526164687367668,6.25788746143367,94619
PAST SALE,August-17-2023,Single Family Residential,4046 39th Ave,Oakland,CA,94619,1000000,1,1,REDWOOD HEIGHTS,836,14850,1915,NA,1196,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/4046-39th-Ave-94619/home/1289475,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41036267,N,Y,37.7936939,-122.1912416,2.218597343169541,0,0.3586326754544027,Redwood Heights Elementary,41,5,1,1,1,1000000,C,C,yellow,0,0,1,0,0,2023-08-17,2023,1915,2023,108,3.1009258062203213,2.5946032398909944,4.895175345088253,1.1267974338850582,4.643231742923216,4.783825186024346,5.720148253561775,4.109411908911726,6.424927569143066,94619
PAST SALE,September-27-2021,Single Family Residential,6561 Chabot Rd,Oakland,CA,94618,500000,1,1,ROCKRIDGE,988,5450,1920,NA,506,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/6561-Chabot-Rd-94618/home/1224508,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968789,N,Y,37.8500106,-122.2450453,0.49964919738924796,1,0.12392235101915301,Chabot Elementary,40.9,4,1,1,1,500000,B,B,blue,0,1,0,0,0,2021-09-27,2021,1920,2021,101,0.5155104517557372,0.4054677566772634,2.7965153664585314,1.691510282064036,4.174883480319259,4.132131808589218,2.4253834754048533,3.0318308747529747,1.5586594955810802,94618
PAST SALE,NA,Single Family Residential,7215 Outlook Ave,Oakland,CA,94605,430000,1,1,NA,558,2856,1924,NA,771,NA,NA,NA,NA,https://www.redfin.com/CA/Oakland/7215-Outlook-Ave-94605/home/1775418,NA,NA,N,Y,37.7709551,-122.1705657,1.8670668629755989,0,0.836433853829933,Oakland Unity High,0.6999999999999993,4,1,0,1,430000,B,B,blue,0,1,0,0,0,NA,NA,1924,NA,NA,3.5194139231951485,4.506021676980028,5.433859977438565,2.795640985991527,6.003794451042157,4.140556401782628,7.50513950961579,5.7346884211779114,8.359623178485771,94605
PAST SALE,February-6-2023,Single Family Residential,8815 Birch St,Oakland,CA,94621,415000,1,1,WEBSTER,624,2430,1924,NA,665,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/8815-Birch-St-94621/home/2005599,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41016572,N,Y,37.7530049,-122.1703014,1.4147266015702498,0,0.7198026358823811,Francophone Charter School Of Oakland,10.1,4,1,0,1,415000,D,D,red,0,0,0,1,1,2023-02-06,2023,1924,2023,99,2.312613988093574,5.628964534239699,4.348661923945218,3.9980493835891,6.469475494444038,3.10193073776633,8.28434478082245,6.407900574289831,9.405276982850406,94621
PAST SALE,NA,Single Family Residential,4035 Park Blvd,Oakland,CA,94602,990000,NA,NA,NA,NA,9075,NA,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Oakland/4035-Park-Blvd-94602/home/22719379,NA,NA,N,Y,37.80636,-122.225199,2.1747750404538193,0,0.2934973719930967,Edna Brewer Middle,-3.8499999999999996,4,1,1,1,990000,B,B,blue,0,1,0,0,0,NA,NA,NA,NA,NA,1.0673112891156993,1.0653220889262662,3.2593513163290355,2.142785324573415,2.8994466639763785,3.0176710145408565,3.6739834648160388,2.127571472678152,4.7459801390390615,94602
PAST SALE,February-10-2025,Single Family Residential,4730 Congress Ave,Oakland,CA,94601,360000,1,1,Fairfax,808,2500,1926,NA,446,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/4730-Congress-Ave-94601/home/1618550,San Francisco MLS,41085333,N,Y,37.7781883,-122.2038366,1.13402998748267,0,1.0492530491638359,Oakland Unity High,0.6999999999999993,4,1,0,0,360000,C,C,yellow,0,0,1,0,0,2025-02-10,2025,1926,2025,99,3.1048352724877843,3.1294080605508108,4.262704193153525,2.369086235743162,4.119432837239591,4.1760487988499175,5.759861395361001,3.9085539775113594,7.0009892065057455,94601
PAST SALE,NA,Single Family Residential,5214 Boyd Ave,Oakland,CA,94618,875000,2,1,NA,668,1890,1910,NA,1310,NA,NA,NA,NA,https://www.redfin.com/CA/Oakland/5214-Boyd-Ave-94618/home/529888,NA,NA,N,Y,37.8377657,-122.2562274,0.5513774713264233,0,0.7863955427390379,Peralta Elementary,34.25,4,1,0,1,875000,C,C,yellow,0,0,1,0,0,NA,NA,1910,NA,NA,0.2918083673042377,0.4488685419754694,1.9659329064429747,2.5265518000013394,3.160541373333549,3.094765528422079,1.539600483666371,2.0478486329544374,2.200539685980864,94618
PAST SALE,NA,Single Family Residential,7227 Weld St,Oakland,CA,94621,400000,1,1,NA,750,1386,1910,NA,533,NA,NA,NA,NA,https://www.redfin.com/CA/Oakland/7227-Weld-St-94621/home/1992880,NA,NA,N,Y,37.7628154,-122.1824039,1.0105228218383144,0,0.7710047763242186,Oakland Unity High,0.6999999999999993,4,1,0,1,400000,C,C,yellow,0,0,1,0,0,NA,NA,1910,NA,NA,2.9025625612682133,4.708298138659011,5.2814427012960765,3.2319116556558996,5.583609235102834,3.3583191928305376,7.340153002446698,5.473878227900239,8.486063543536595,94621
PAST SALE,August-6-2024,Single Family Residential,"1011 Leo Way, Oakland CA 94611",Oakland,CA,94611,850000,1,1.5,Montclair,1028,2732,1994,NA,827,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1011-Leo-Way-94611/home/95472929,San Francisco MLS,41066681,N,Y,37.8399367,-122.2207739,1.6991177764121497,0,0.5675427381142877,Thornhill Elementary,36.7,4,1,0,1,850000,B,B,blue,0,1,0,0,0,2024-08-06,2024,1994,2024,30,1.7798349873498382,0.9953397143340119,3.903764077178795,0.9903260917477876,4.345104690476137,4.399468138801618,3.469925692451553,3.195900333453199,2.9355015884388074,94611
PAST SALE,April-18-2023,Single Family Residential,1327 96th Ave,Oakland,CA,94603,250000,1,1,EAST OAKLAND,584,5808,1940,NA,428,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1327-96th-Ave-94603/home/1588094,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41024543,N,Y,37.7454026,-122.1727757,1.3648295783019402,0,0.9409735946964355,Francophone Charter School Of Oakland,10.1,4,1,0,1,250000,D,D,red,0,0,0,1,1,2023-04-18,2023,1940,2023,83,1.7704500852902354,5.946453884317024,4.00455393494938,4.488355931139398,6.6049114392195305,2.6150987597563957,8.54623377626158,6.634965457240776,9.792799425800094,94603
PAST SALE,October-4-2023,Single Family Residential,715 E 22nd St,Oakland,CA,94606,425000,1,1,Ivy Hill,1116,6751,1910,NA,381,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/715-E-22nd-St-94606/home/1688624,San Francisco MLS,41039116,N,Y,37.7991095,-122.2448162,1.1213820620945816,0,0.36579990461391526,Cleveland Elementary,17.25,4,1,1,1,425000,C,C,yellow,0,0,1,0,0,2023-10-04,2023,1910,2023,113,0.7387396279378184,0.7885298634155883,2.080388192186404,3.282265913728576,1.7423913913757803,1.870914906287369,3.143335043574429,1.2446594652861038,4.929285899510237,94606
PAST SALE,September-16-2021,Single Family Residential,3277 Hyde St,Oakland,CA,94601,675000,1,1.5,Oakland,663,4000,1905,NA,1018,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3277-Hyde-St-94601/home/1880843,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40963604,N,Y,37.7874434,-122.2190996,0.910344008708754,0,1.1099388255440232,Sequoia Elementary,27.75,4,1,0,0,675000,C,C,yellow,0,0,1,0,0,2021-09-16,2021,1905,2021,116,2.0668084053520084,2.0943346261453684,3.3650354275025016,2.3576691847461815,3.1633384433029,3.311055412915972,4.711514023517041,2.862956872816687,6.082237988377641,94601
PAST SALE,January-12-2023,Single Family Residential,3764 Suter St,Oakland,CA,94619,322000,1,1,ALLENDALE PARK,968,4620,1908,NA,333,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3764-Suter-St-94619/home/1957432,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41016113,N,Y,37.7895419,-122.2022073,1.569668652780467,0,1.014501881465598,Redwood Heights Elementary,41,5,1,0,0,322000,C,C,yellow,0,0,1,0,0,2023-01-12,2023,1908,2023,115,2.6887205878290334,2.6965889161992456,4.285865642396985,1.6339831832255944,4.060544729149109,4.205098975746934,5.35403139299432,3.6286655969537915,6.346245552725174,94619
PAST SALE,May-21-2024,Single Family Residential,283 Perkins St,Oakland,CA,94610,800000,1,2,ADAMS POINT,1011,2268,1910,NA,791,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/283-Perkins-St-94610/home/1760240,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41057721,N,Y,37.8130391,-122.2556157,0.7779379597109667,0,0.8703297714478038,Cleveland Elementary,17.25,4,1,0,1,800000,B,B,blue,0,1,0,0,0,2024-05-21,2024,1910,2024,114,0.2786048929966831,0.43573435867812227,2.1538999356953936,3.581660901371031,1.6884433429939933,1.740789758392121,2.046567775533072,0.5465942305108352,3.9076315492205596,94610
PAST SALE,NA,Single Family Residential,4008 Edgemoor Pl,Oakland,CA,94605,980000,3,2,NA,1604,6400,1925,NA,611,NA,NA,NA,NA,https://www.redfin.com/CA/Oakland/4008-Edgemoor-Pl-94605/home/2029763,NA,NA,N,Y,37.7771269,-122.1677365,2.269979598304653,0,0.9974397680252202,Oakland Unity High,0.6999999999999993,4,1,0,1,980000,D,D,red,0,0,0,1,1,NA,NA,1925,NA,NA,3.967099531200255,4.221565673059135,5.757092428346898,2.452116986999076,6.051759725874139,4.590605356550061,7.402738722747531,5.695465210273371,8.110263275720268,94605
PAST SALE,May-3-2021,Single Family Residential,5912 Fremont St,Oakland,CA,94608,901000,1,1,NOBE,627,1344,1919,NA,1437,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/5912-Fremont-St-94608/home/1800285,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40944301,N,Y,37.8425422,-122.2853371,1.0868530215645946,0,1.5138163437715861,Peralta Elementary,34.25,4,1,0,0,901000,D,D,red,0,0,0,1,1,2021-05-03,2021,1919,2021,102,1.3427604667204927,1.3238328618335802,0.71752671061143,3.9453327615264566,3.3321065542273893,2.6531810452668996,0.6878758769650275,2.606044015378235,2.339965503387623,94608
PAST SALE,January-12-2023,Single Family Residential,3317 E 8th St,Oakland,CA,94601,240000,1,1,FRUITVALE,771,4070,1904,NA,311,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3317-E-8th-St-94601/home/1307151,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41014841,N,Y,37.7725129,-122.2270212,0.22619463319221095,1,0.871438098391592,Downtown Charter Academy,51.05,5,1,0,1,240000,D,D,red,0,0,0,1,1,2023-01-12,2023,1904,2023,119,2.742407964044098,2.783750790089136,3.144075055280734,3.392773864360577,3.100807887419042,3.2527779700046255,5.181648564503003,3.2198052906839916,6.931341888069093,94601
PAST SALE,February-1-2022,Single Family Residential,2180 48th Ave,Oakland,CA,94601,460000,1,1,OAKLAND,672,6800,1922,NA,685,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/2180-48th-Ave-94601/home/1546953,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40978272,N,Y,37.7759975,-122.2049803,1.0512811979401477,0,1.07668705378382,Oakland Unity High,0.6999999999999993,4,1,0,0,460000,C,C,yellow,0,0,1,0,0,2022-02-01,2022,1922,2022,100,3.1705474038166246,3.1972255525733706,4.230762881916882,2.532774349023809,4.105058172863114,4.023816162536045,5.813659599752836,3.941214827818713,7.11144720122113,94601
PAST SALE,September-29-2023,Single Family Residential,5450 Proctor Ave,Oakland,CA,94618,1300000,1,1,UPPER ROCKRIDGE,1265,9000,1931,NA,1028,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/5450-Proctor-Ave-94618/home/1387076,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41038260,N,Y,37.8353287,-122.2212698,1.763628956291207,0,0.5353279362851733,Thornhill Elementary,36.7,4,1,0,1,1300000,B,B,blue,0,1,0,0,0,2023-09-29,2023,1931,2023,92,1.8500564712042158,0.7735066456807846,3.8536003666795926,1.300533180727221,4.103047548698067,4.164473939584098,3.4114137053130587,2.969431364932913,3.147522408846183,94618
PAST SALE,July-2-2021,Single Family Residential,2715 Pleasant,Oakland,CA,94602,715000,1,1,DIMOND DISTRICT,733,2964,1925,NA,975,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/2715-Pleasant-St-94602/home/1970405,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40954385,N,Y,37.7965542,-122.2156623,1.5671462412599797,0,0.4607333313529555,Sequoia Elementary,27.75,4,1,1,1,715000,C,C,yellow,0,0,1,0,0,2021-07-02,2021,1925,2021,96,1.809524558967504,1.822529377860424,3.5892480218645995,1.8428438970185046,3.3112285062243236,3.4487341736413186,4.474038239460102,2.7735124991810296,5.577647435416339,94602
PAST SALE,March-28-2022,Single Family Residential,6441 Valley View Rd,Oakland,CA,94611,1000000,1,1,MONTCLAIR,887,19832,1947,NA,1127,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/6441-Valley-View-Rd-94611/home/1190298,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40983412,N,Y,37.8441292,-122.2104308,2.2310882133970025,0,0.5519681147534446,Thornhill Elementary,36.7,4,1,0,1,1000000,C,C,yellow,0,0,1,0,0,2022-03-28,2022,1947,2022,75,2.3035394346983056,1.1137368474526663,4.50283932323525,0.6706890526658228,4.95043211742357,5.010271874529637,4.0753418025201835,3.811794105945314,3.19578992521467,94611
PAST SALE,June-17-2024,Single Family Residential,6636 Brann St,Oakland,CA,94605,400000,1,1,MILLSMONT AREA,570,1875,1925,NA,702,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/6636-Brann-St-94605/home/1196580,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41059919,N,Y,37.7711694,-122.1807608,1.493988463685791,0,0.31168564932616855,Oakland Unity High,0.6999999999999993,4,1,1,1,400000,NA,NA,NA,0,0,0,0,0,2024-06-17,2024,1925,2024,99,3.4801490573767278,4.250626926196481,5.594348043336043,2.6645148892369592,5.466217925204867,3.929276163627258,7.045265182297212,5.237948597191893,8.037134017639298,94605
PAST SALE,March-1-2021,Single Family Residential,3247 Deering St,Oakland,CA,94601,758000,1,1,UPPER FRUITVALE,841,2555,1926,NA,901,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3247-Deering-St-94601/home/1952272,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40934885,N,Y,37.7900167,-122.2147916,1.1638349307068288,0,0.8694987340240724,Sequoia Elementary,27.75,4,1,0,1,758000,C,C,yellow,0,0,1,0,0,2021-03-01,2021,1926,2021,95,2.110840427320181,2.13210939961648,3.5992594095067862,2.06332622986846,3.3733998800799787,3.518427334971573,4.778277434409381,2.9855473293276127,6.008158457954516,94601
PAST SALE,April-26-2023,Single Family Residential,6830 Paso Robles Dr,Oakland,CA,94611,400000,1,1,MONTCLAIR,750,9620,1951,NA,533,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/6830-Paso-Robles-Dr-94611/home/1650087,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41024449,N,Y,37.8323968,-122.1985939,3.000498422073887,0,0.7524179712994761,Thornhill Elementary,36.7,4,1,0,1,400000,A,A,green,1,0,0,0,0,2023-04-26,2023,1951,2023,72,2.9414236903697333,0.7191192930475487,5.0896759557886675,1.6822693911925162,4.970655770341327,5.0581668168307345,4.64401325408138,3.927755120435093,4.193176906974965,94611
PAST SALE,March-12-2025,Single Family Residential,3954 Magee Ave,Oakland,CA,94619,428000,1,1,UPPER LAUREL,716,2905,1926,NA,598,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3954-Magee-Ave-94619/home/1936710,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41087019,N,Y,37.7958515,-122.1949915,2.15335457459815,0,0.48418102061564616,Redwood Heights Elementary,41,5,1,1,1,428000,C,C,yellow,0,0,1,0,0,2025-03-12,2025,1926,2025,99,2.857074954641088,2.3786110048373708,4.703546647481486,1.059297108391811,4.438276857167288,4.576896196243115,5.4694292337849335,3.874620307539624,6.1854004295664975,94619
PAST SALE,May-7-2021,Single Family Residential,1051 70th Ave,Oakland,CA,94621,400000,1,1,Oakland,616,2500,1926,NA,649,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1051-70th-Ave-94621/home/1564095,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40942918,N,Y,37.7580529,-122.1932623,0.359903965006029,1,1.162070269235438,Oakland Unity High,0.6999999999999993,4,1,0,0,400000,D,D,red,0,0,0,1,1,2021-05-07,2021,1926,2021,95,2.6475927616179873,4.5616455107901945,5.231302058485693,3.575671313727621,5.19761709132923,2.8626334325765517,7.138545629853621,5.21796087871488,8.505517804011683,94621
PAST SALE,November-10-2021,Single Family Residential,290 Capricorn Ave,Oakland,CA,94611,800000,1,1,MONTCLAIR,675,6213,1926,NA,1185,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/290-Capricorn-Ave-94611/home/1946897,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968722,N,Y,37.8381652,-122.2175906,1.8953473345379224,0,0.35834855375985875,Thornhill Elementary,36.7,4,1,1,1,800000,C,C,yellow,0,0,1,0,0,2021-11-10,2021,1926,2021,95,1.9777074478518124,0.8001160639718656,4.064953172821171,1.0631807589712883,4.383538013261609,4.444603766034397,3.627089336358092,3.248510101169188,3.1455721679008044,94611
PAST SALE,December-16-2022,Single Family Residential,3413 Elmwood Ave,Oakland,CA,94601,415000,1,1,JINGLETOWN,648,4294,1900,NA,640,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3413-Elmwood-Ave-94601/home/772677,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41011381,N,Y,37.7714899,-122.2262347,0.26064135307677644,1,0.9471369686421519,Downtown Charter Academy,51.05,5,1,0,1,415000,D,D,red,0,0,0,1,1,2022-12-16,2022,1900,2022,122,2.8235851746741876,2.8647514052838567,3.210100701608901,3.4186817806080847,3.1735073212888656,3.3252871239985553,5.264004430870266,3.3018078355606884,7.010675789233005,94601
PAST SALE,January-18-2023,Single Family Residential,3763 Suter St,Oakland,CA,94619,535000,1,1,ALLENDALE,621,2575,1913,NA,862,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3763-Suter-St-94619/home/1456683,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41015476,N,Y,37.7892158,-122.2023292,1.550109215711787,0,1.0319017958046435,Redwood Heights Elementary,41,5,1,0,0,535000,C,C,yellow,0,0,1,0,0,2023-01-18,2023,1913,2023,110,2.694862615896206,2.70891416821386,4.279072383527712,1.6565808351947755,4.056025886160678,4.200852173747417,5.361098899964578,3.630808297775838,6.3626176560687,94619
PAST SALE,May-27-2022,Single Family Residential,1427 Campbell,Oakland,CA,94607,1050000,1,1,WEST OAKLAND,500,3654,1928,NA,2100,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1427-Campbell-St-94607/home/17183116,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40989816,N,Y,37.8126368,-122.2950053,0.5355210633869678,0,0.792412799563373,Yu Ming Charter,91.65,5,1,0,1,1050000,D,D,red,0,0,0,1,1,2022-05-27,2022,1928,2022,94,1.8717717875547932,2.2951663115671015,1.453209642237957,5.22400955399323,1.5987830444884144,0.5375121119503442,1.5156804598771787,1.5870260342529074,4.383949496988803,94607
PAST SALE,June-11-2021,Single Family Residential,3700 High St,Oakland,CA,94619,470000,1,1,LAUREL,490,2626,1910,NA,959,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3700-High-St-94619/home/1774958,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40942075,N,Y,37.788282,-122.1922661,1.9729938394398483,0,0.6905215268503639,Redwood Heights Elementary,41,5,1,0,1,470000,C,C,yellow,0,0,1,0,0,2021-06-11,2021,1910,2021,111,3.204267746294085,2.9206735092563627,4.828780491184533,1.5034464188671635,4.609175790062082,4.754084257602745,5.857857232698841,4.167270736240673,6.702655449324863,94619
PAST SALE,July-22-2021,Single Family Residential,3463 Loma Vista Ave,Oakland,CA,94619,510000,1,1,LAUREL,605,1350,1925,NA,843,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3463-Loma-Vista-Ave-94619/home/549934,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40954443,N,Y,37.791551,-122.200844,1.7170471975536787,0,0.8830834912309563,Redwood Heights Elementary,41,5,1,0,1,510000,C,C,yellow,0,0,1,0,0,2021-07-22,2021,1925,2021,96,2.6846217321941075,2.574141260166873,4.363698400239831,1.476946703535276,4.124629497617274,4.2673964251533585,5.340842620989444,3.6503847567404355,6.263360129762687,94619
PAST SALE,May-10-2021,Single Family Residential,5934 Genoa St,Emeryville,CA,94608,590000,1,1,OAKLAND,838,1368,1900,NA,704,NA,Sold,NA,NA,https://www.redfin.com/CA/Emeryville/5934-Genoa-St-94608/home/1974490,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40943259,N,Y,37.844742,-122.2726065,0.5596404979865206,0,0.8072662462405409,Peralta Elementary,34.25,4,1,0,1,590000,{ },NA,NA,0,0,0,0,0,2021-05-10,2021,1900,2021,121,0.7824079235081979,0.8710919631782836,1.3052934918092545,3.2345559561015262,3.4529553204942065,3.0077526745333376,1.0303385033769423,2.528302432256082,1.8571393096382691,94608
