SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,distance_to_bart_miles,within_0_5_miles_bart,distance_to_quality_school_miles,nearest_quality_school_name,nearest_quality_school_quality_distance,nearest_quality_school_quality_level,within_2_miles_quality_school,within_0_5_mile_quality_school,within_1_mile_quality_school,price_num,grade,holc_grade,holc_color,is_HOLC_A,is_HOLC_B,is_HOLC_C,is_HOLC_D,is_HOLC_red,sale_date,sale_year,year_built,sale_year_num,age_at_sale,dist_to_grocery_miles,dist_to_retail_dining_miles,dist_to_shopping_center_miles,dist_to_hiking_miles,dist_to_waterfront_miles,dist_to_employer_industrial_miles,dist_to_employer_pixar_miles,dist_to_employer_downtown_miles,dist_to_employer_college_miles,zip_code
PAST SALE,April-21-2025,Single Family Residential,2918 Florida St,Oakland,CA,94602,720000,2,1,DIMOND DISTRICT,1200,5360,1925,NA,600,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/2918-Florida-St-94602/home/1946058,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41090863,N,Y,37.7988267,-122.2054529,1.9441877579163662,0,0.4047585679256309,Sequoia Elementary,27.75,4,1,1,1,720000,C,C,yellow,0,0,1,0,0,2025-04-21,2025,1925,2025,100,2.2500515109793247,2.035450521707028,4.164220254510747,1.2862206685908337,3.8762341613989557,4.011247523767051,4.868960322993486,3.2721472145988266,5.702748497607097,94602
PAST SALE,January-26-2024,Single Family Residential,3026 58th Ave,Oakland,CA,94605,815000,2,1,MILLSMONT AREA,1191,4000,1926,NA,684,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3026-58th-Ave-94605/home/747749,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41046571,N,Y,37.7758133,-122.1869549,1.6215621490572243,0,0.16639771204429438,Oakland Unity High,0.6999999999999993,4,1,1,1,815000,B,B,blue,0,1,0,0,0,2024-01-26,2024,1926,2024,98,3.810633244830601,3.829496113356656,5.199131835625175,2.3277874806241976,5.05144779584648,4.136551817269298,6.582085275394816,4.786277595111939,7.586112908122357,94605
PAST SALE,September-8-2021,Single Family Residential,7338 Holly St,Oakland,CA,94621,650000,2,1,EAST OAKLAND,1056,3150,1926,NA,616,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/7338-Holly-St-94621/home/1987111,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40960039,N,Y,37.7618482,-122.18192,0.9918634423886371,0,0.8420612164951948,Oakland Unity High,0.6999999999999993,4,1,0,1,650000,B,B,blue,0,1,0,0,0,2021-09-08,2021,1926,2021,95,2.8355891096115813,4.774045003676556,5.2116628898596815,3.3003507411307904,5.634622197618497,3.3066709549694555,7.404101012976515,5.534333015832838,8.557220426873199,94621
PAST SALE,May-31-2022,Single Family Residential,4415 Masterson St,Oakland,CA,94619,850000,2,1,UPPER LAUREL,924,4148,1926,NA,920,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/4415-Masterson-St-94619/home/550095,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40990837,N,Y,37.7868268,-122.1932445,1.8797595150078348,0,0.804377547694804,Redwood Heights Elementary,41,5,1,0,1,850000,{ },NA,NA,0,0,0,0,0,2022-05-31,2022,1926,2022,96,3.2056269988083286,2.9981193388870557,4.777472700866705,1.6136219702959023,4.567173416427026,4.713136999097953,5.866139105289887,4.152767608934019,6.7584188852258045,94619
PAST SALE,December-29-2023,Single Family Residential,1519 27th Ave,Oakland,CA,94601,475000,2,1,SAN ANTONIO,1210,5616,1922,NA,393,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1519-27th-Ave-94601/home/1910659,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41036513,N,Y,37.7819897,-122.2306225,0.6034362022522691,0,0.5533222172151101,Downtown Charter Academy,51.05,5,1,0,1,475000,C,C,yellow,0,0,1,0,0,2023-12-29,2023,1922,2023,101,2.0602820240523543,2.101091249647364,2.7765523933067797,3.08362964528669,2.646252120133892,2.7984362329754684,4.544877608442817,2.599518082429355,6.248098858880164,94601
PAST SALE,November-26-2024,Single Family Residential,2765 Frazier Ave,Oakland,CA,94605,780000,2,1,OAKLAND,1196,6000,1946,NA,652,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/2765-Frazier-Ave-94605/home/1882147,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41076702,N,Y,37.7463539,-122.1521611,1.76121536400047,0,0.4453628503750079,Francophone Charter School Of Oakland,10.1,4,1,1,1,780000,C,C,yellow,0,0,1,0,0,2024-11-26,2024,1946,2024,78,2.398014581600652,6.4802972169402935,3.467829145793495,4.741206131281459,7.5614592794440805,3.51962811686667,9.335447301317027,7.479445137475233,10.328828640418267,94605
PAST SALE,March-1-2024,Single Family Residential,3327 Davis St,Oakland,CA,94601,605000,2,1,FRUITVALE,924,2320,1928,NA,655,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3327-Davis-St-94601/home/1757435,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41048144,N,Y,37.7881894,-122.2166597,1.006199349444741,0,1.017146453947518,Sequoia Elementary,27.75,4,1,0,0,605000,C,C,yellow,0,0,1,0,0,2024-03-01,2024,1928,2024,96,2.1210569641666654,2.1458081379515135,3.4970014378303143,2.2231940712271148,3.2872466670735174,3.4340892537657846,4.778674203945714,2.9527534455843423,6.084001775111615,94601
PAST SALE,March-1-2023,Single Family Residential,5250 Locksley Ave,Oakland,CA,94618,1460000,2,1,ROCKRIDGE,1148,3334,1922,NA,1272,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/5250-Locksley-Ave-94618/home/1158734,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41017730,N,Y,37.8390822,-122.257158,0.5044147973632611,0,0.6886296102762612,Peralta Elementary,34.25,4,1,0,1,1460000,C,C,yellow,0,0,1,0,0,2023-03-01,2023,1922,2023,101,0.26372911588753783,0.4628677907579461,1.931735560557799,2.5358744665611543,3.229263014524774,3.128683713411344,1.514263431472678,2.1273246586386114,2.106314755496731,94618
PAST SALE,April-20-2021,Single Family Residential,4410 San Carlos Ave,Oakland,CA,94601,640000,2,1,JEFFERSON,880,2772,1904,NA,727,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/4410-San-Carlos-Ave-94601/home/728744,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40941517,N,Y,37.77833,-122.2075371,0.9393537192346265,0,1.2462479156237376,Oakland Unity High,0.6999999999999993,4,1,0,0,640000,C,C,yellow,0,0,1,0,0,2021-04-20,2021,1904,2021,117,2.957406411523314,2.984015608422158,4.062110028779221,2.4497765865857293,3.922962886008618,4.074410541008424,5.60194825386429,3.734668251017507,6.9069720495408244,94601
PAST SALE,February-23-2024,Single Family Residential,3219 Laurel Ave,Oakland,CA,94602,755000,2,2,UPPER PERALTA CREEK,1224,3200,1923,NA,617,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3219-Laurel-Ave-94602/home/1641924,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41046260,N,Y,37.7931154,-122.2076475,1.5491617088463874,0,0.6679411178702109,Sequoia Elementary,27.75,4,1,0,1,755000,C,C,yellow,0,0,1,0,0,2024-02-23,2024,1923,2024,101,2.307254934692173,2.319764877197592,3.9987872882199076,1.630635066392486,3.748732651743332,3.890263585089807,4.969970519177673,3.2640308257718678,5.986788305857614,94602
PAST SALE,April-21-2022,Single Family Residential,3515 69th Ave,Oakland,CA,94605,720000,2,1,MILLSMONT AREA,1095,5282,1931,NA,658,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3515-69th-Ave-94605/home/565656,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40985795,N,Y,37.7719425,-122.1739039,1.7784372910543942,0,0.6438647037891738,Oakland Unity High,0.6999999999999993,4,1,0,1,720000,B,B,blue,0,1,0,0,0,2022-04-21,2022,1931,2022,91,3.559733678115986,4.359885689653576,5.577362020441711,2.679547027371567,5.809756071708657,4.121650344407181,7.316527950476056,5.541368158277047,8.199078133934357,94605
PAST SALE,January-24-2025,Single Family Residential,4845 Geranium Pl,Oakland,CA,94619,1350000,2,2,CRESTMONT,2054,8701,1955,NA,657,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/4845-Geranium-Pl-94619/home/1869932,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41080247,N,Y,37.7937487,-122.1781746,2.8298244238988404,0,0.49775754372005143,Redwood Heights Elementary,41,5,1,1,1,1350000,C,C,yellow,0,0,1,0,0,2025-01-24,2025,1955,2025,70,3.774390760444572,2.9539600032943043,5.607483719178569,1.1719687606949858,5.35652654599642,5.457809610215168,6.356681460009359,4.802049421996587,6.859528240352006,94619
PAST SALE,April-29-2025,Single Family Residential,3206 Madeline St,Oakland,CA,94602,950000,2,2,LAUREL,1057,3500,1927,NA,899,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3206-Madeline-St-94602/home/1341254,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41090163,N,Y,37.7976227,-122.2009792,2.0176604910226987,0,0.6552585918549367,Sequoia Elementary,27.75,4,1,0,1,950000,B,B,blue,0,1,0,0,0,2025-04-29,2025,1927,2025,98,2.508048206467113,2.1635183513893828,4.393326331811067,1.1527425529657094,4.115230834474791,4.25187698710785,5.1233193963888555,3.528557828055485,5.902371745631817,94602
PAST SALE,August-5-2024,Single Family Residential,130 Marlow Dr,Oakland,CA,94605,805000,2,1,SHEFFIELD VILLAGE,905,5245,1941,NA,890,9,Sold,NA,NA,https://www.redfin.com/CA/Oakland/130-Marlow-Dr-94605/home/1987303,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41064070,N,Y,37.7375431,-122.1380516,1.6504658651473774,0,1.420122850326567,Francophone Charter School Of Oakland,10.1,4,1,0,0,805000,NA,NA,NA,0,0,0,0,0,2024-08-05,2024,1941,2024,83,2.659008744152521,7.398767574654521,2.639954740362987,5.622840447388166,8.52489089066549,3.929492791129644,10.317454751957575,8.46051479279158,11.270867892966255,94605
PAST SALE,December-4-2020,Single Family Residential,9832 Lawlor St,Oakland,CA,94605,615000,2,1,TOLER HEIGHTS,741,5350,1923,NA,830,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/9832-Lawlor-St-94605/home/598672,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40926518,N,Y,37.7497282,-122.1557781,1.949689057110526,0,0.1399885549222232,Francophone Charter School Of Oakland,10.1,4,1,1,1,615000,C,C,yellow,0,0,1,0,0,2020-12-04,2020,1923,2020,97,2.4546130468313954,6.180388971145991,3.76191007027182,4.450250938482952,7.2819291520196865,3.500080241124267,9.034596836509847,7.183919537416977,10.024814507696517,94605
PAST SALE,December-2-2022,Single Family Residential,7832 Ash St,Oakland,CA,94621,515000,2,1,ARROYO PARK,820,3850,1925,NA,628,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/7832-Ash-St-94621/home/1356809,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41011915,N,Y,37.7588223,-122.1803034,0.971459106651018,0,1.066537332771103,Oakland Unity High,0.6999999999999993,4,1,0,0,515000,C,C,yellow,0,0,1,0,0,2022-12-02,2022,1925,2022,97,2.6279087751924544,4.984740986413613,4.990429701749125,3.515850680033791,5.802142001619291,3.1526580580267436,7.609238362017132,5.729648805525997,8.782666381032318,94621
PAST SALE,January-23-2025,Single Family Residential,1448 80th Ave,Oakland,CA,94621,485000,2,1,Oakland,1000,5000,1926,NA,485,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1448-80th-Ave-94621/home/1801067,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41079945,N,Y,37.756978,-122.1804808,0.916535652220858,0,1.1876232813301362,Oakland Unity High,0.6999999999999993,4,1,0,0,485000,D,D,red,0,0,0,1,1,2025-01-23,2025,1926,2025,99,2.500237699187042,5.070202375559465,4.893845978448627,3.6419369269673334,5.849337305669977,3.034128204363551,7.688218255122318,5.7997249711812024,8.889185683334597,94621
PAST SALE,October-15-2021,Single Family Residential,3400 Adell Ct,Oakland,CA,94602,727000,2,1,DIMOND DISTRICT,871,1920,1926,NA,835,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3400-Adell-Ct-94602/home/1774714,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40965423,N,Y,37.7998237,-122.2186212,1.7489814083774498,0,0.39069410600689025,Glenview Elementary,7.3500000000000005,4,1,1,1,727000,B,B,blue,0,1,0,0,0,2021-10-15,2021,1926,2021,95,1.5600483790204334,1.5695454072885435,3.4711098703719316,1.8946152533512983,3.1662151037190718,3.2986543350125697,4.21504607743046,2.5561967291741152,5.304586759480396,94602
PAST SALE,August-5-2021,Single Family Residential,974 Arlington Ave,Emeryville,CA,94608,1100000,2,2,Gaskill,1060,4000,1959,NA,1038,NA,Sold,NA,NA,https://www.redfin.com/CA/Emeryville/974-Arlington-Ave-94608/home/530493,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40954868,N,Y,37.8420897,-122.2778326,0.8412601838127615,0,1.1413891241855934,Peralta Elementary,34.25,4,1,0,0,1100000,D,D,red,0,0,0,1,1,2021-08-05,2021,1959,2021,62,0.9421696424640511,0.9501291397383503,0.9672914743623631,3.5508398460011024,3.2650108106487545,2.7319999236198425,0.725101494628866,2.4213259552076187,2.145231771426249,94608
PAST SALE,September-1-2023,Single Family Residential,3486 38th Ave,Oakland,CA,94619,585000,2,1,LAURAL,622,1650,1924,NA,941,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3486-38th-Ave-94619/home/1000750,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41033917,N,Y,37.7900341,-122.1988821,1.732786585155805,0,0.8436522315869166,Redwood Heights Elementary,41,5,1,0,1,585000,C,C,yellow,0,0,1,0,0,2023-09-01,2023,1924,2023,99,2.8287352311365543,2.700022033566165,4.467835619788002,1.513896347205457,4.238571615914408,4.382530260934665,5.487410713989798,3.786393207770324,6.408258982135815,94619
PAST SALE,November-10-2022,Single Family Residential,3963 Altamont Ave,Oakland,CA,94605,649000,2,1.5,MILLSMONT AREA,1053,6250,1925,NA,616,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3963-Altamont-Ave-94605/home/1307278,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41009005,N,Y,37.7760006,-122.1685626,2.182965949946196,0,0.9374247578796386,Oakland Unity High,0.6999999999999993,4,1,0,1,649000,D,D,red,0,0,0,1,1,2022-11-10,2022,1925,2022,97,3.8820943374427777,4.262180551053152,5.703570912080895,2.505675238124073,6.0239794485968865,4.500815877860948,7.405105348469201,5.684435127112835,8.144154147922947,94605
PAST SALE,July-23-2021,Single Family Residential,8200 Iris St,Oakland,CA,94605,615000,2,1.5,EAST OAKLAND,1135,3465,1927,NA,542,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/8200-Iris-St-94605/home/584578,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40950671,N,Y,37.7617135,-122.1666314,1.7402691634652516,0,0.8784946193679046,Francophone Charter School Of Oakland,10.1,4,1,0,1,615000,B,B,blue,0,1,0,0,0,2021-07-23,2021,1927,2021,94,2.9463440540297765,5.170186133703186,4.767037096984179,3.469300501092236,6.410357290080437,3.7047025234869375,8.055112753269173,6.234955863477259,9.006628930627935,94605
PAST SALE,February-4-2025,Single Family Residential,5872 Beaudry St,Emeryville,CA,94608,675000,2,1,EMERYVILLE,1076,5000,1905,NA,627,NA,Sold,NA,NA,https://www.redfin.com/CA/Emeryville/5872-Beaudry-St-94608/home/531327,MLSListings,ML81989431,N,Y,37.8409403,-122.2866045,1.2114089960653325,0,1.586528986709258,Yu Ming Charter,91.65,5,1,0,0,675000,D,D,red,0,0,0,1,1,2025-02-04,2025,1905,2025,120,1.3865829640555871,1.3462798325451053,0.5871462596804763,4.035330339671124,3.234039098946441,2.5316804702810125,0.5929887572450887,2.5402409575593516,2.4699655508901497,94608
PAST SALE,May-5-2021,Single Family Residential,1721 37th Ave,Oakland,CA,94601,570000,2,1,FRUITVALE DISTR,864,1988,1916,NA,660,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1721-37th-Ave-94601/home/553392,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40941107,N,Y,37.7778536,-122.2191088,0.34421731225893754,1,1.1615030559720985,Downtown Charter Academy,51.05,5,1,0,0,570000,D,D,red,0,0,0,1,1,2021-05-05,2021,1916,2021,105,2.599213644473511,2.6335490190136484,3.4497563553300723,2.8318172492902756,3.334983413551797,3.4873454790124687,5.174614279564987,3.2538241278161504,6.704160838007538,94601
PAST SALE,October-15-2025,Single Family Residential,514 Cascade Rd,San Leandro,CA,94577,528000,2,1,Not Listed,863,5000,1948,NA,612,NA,Sold,NA,NA,https://www.redfin.com/CA/San-Leandro/514-Cascade-Rd-94577/home/1449485,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41109321,N,Y,37.7239353,-122.1834262,1.2481207914559298,0,2.373001431710921,Francophone Charter School Of Oakland,10.1,4,0,0,0,528000,NA,NA,NA,0,0,0,0,0,2025-10-15,2025,1948,2025,77,0.23222036034643095,6.835268670035079,3.5074405715837775,5.9136754968276755,7.051934822189897,1.2779042704508319,9.296667027908814,7.331985259422135,10.880368580811924,94577
PAST SALE,January-7-2021,Single Family Residential,4617 Allendale Ave,Oakland,CA,94619,825000,2,1,MAXWELL PARK,1080,4080,1946,NA,764,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/4617-Allendale-Ave-94619/home/1141702,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40928725,N,Y,37.781048,-122.2003778,1.3675946414593747,0,0.9587903627544376,Oakland Unity High,0.6999999999999993,4,1,0,1,825000,B,B,blue,0,1,0,0,0,2021-01-07,2021,1946,2021,75,3.1121073073244387,3.132651482386322,4.419900649513612,2.113668101123279,4.252394556175815,4.381516507063346,5.780016058241594,3.9695813038646217,6.909371343656246,94619
PAST SALE,April-2-2024,Single Family Residential,3424 Salisbury St,Oakland,CA,94601,615000,2,1,OAKLAND,930,3955,1938,NA,661,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3424-Salisbury-St-94601/home/539255,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41049550,N,Y,37.7862165,-122.2167839,0.8803771367795051,0,1.1502924601278828,Sequoia Elementary,27.75,4,1,0,0,615000,C,C,yellow,0,0,1,0,0,2024-04-02,2024,1938,2024,86,2.214513161889088,2.241265473293985,3.495045733572203,2.3206178807281153,3.302459253430145,3.450862385544651,4.862406811825673,3.015013768730355,6.207589761056751,94601
PAST SALE,December-4-2024,Single Family Residential,6326 Thornhill Dr,Oakland,CA,94611,1200000,2,2,MONTCLAIR,1447,7950,1956,NA,829,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/6326-Thornhill-Dr-94611/home/1971107,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41075976,N,Y,37.8416263,-122.2078378,2.3819396823970163,0,0.42616163490260006,Thornhill Elementary,36.7,4,1,1,1,1200000,B,B,blue,0,1,0,0,0,2024-12-04,2024,1956,2024,68,2.45792599819152,0.9523025299606512,4.618431899897971,0.8831260611814256,4.939306623050638,5.005386415143532,4.185257665205719,3.8162155575843273,3.4096471535877297,94611
PAST SALE,December-13-2022,Single Family Residential,447 Ashton Ave,Oakland,CA,94603,575000,2,1,OAKLAND,1145,4056,1942,NA,502,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/447-Ashton-Ave-94603/home/1821263,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41013318,N,Y,37.7358225,-122.1863784,1.2585272462549746,0,1.9180612181704453,Francophone Charter School Of Oakland,10.1,4,1,0,0,575000,NA,NA,NA,0,0,0,0,0,2022-12-13,2022,1942,2022,80,1.0662547811379868,6.043817724817359,4.0831012948628915,5.09049386827047,6.382949133077875,1.6264862564230167,8.545010618495915,6.5883235611487905,10.060830563709006,94603
PAST SALE,November-9-2022,Single Family Residential,2949 Chestnut St,Emeryville,CA,94608,645000,2,1,WEST OAKLAND,1115,2604,1915,NA,578,NA,Sold,NA,NA,https://www.redfin.com/CA/Emeryville/2949-Chestnut-St-94608/home/1679366,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007609,N,Y,37.8217169,-122.2808456,0.9081896842463827,0,0.25431308857192486,Yu Ming Charter,91.65,5,1,1,1,645000,D,D,red,0,0,0,1,1,2022-11-09,2022,1915,2022,107,1.2497246999561225,1.30085188632629,1.0128966592801736,4.2364104947944625,1.8729863407546157,1.3885725076450341,0.7726864772217629,1.245399600874555,3.5037425052306443,94608
PAST SALE,December-5-2024,Single Family Residential,5457 Brookdale Ave,Oakland,CA,94619,801000,2,1,MAXWELL PARK,1104,3500,1923,NA,726,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/5457-Brookdale-Ave-94619/home/1688987,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41075531,N,Y,37.7738836,-122.1952805,1.3979936941985833,0,0.5353891509030069,Oakland Unity High,0.6999999999999993,4,1,0,1,801000,B,B,blue,0,1,0,0,0,2024-12-05,2024,1923,2024,101,3.6480502952783374,3.6711203079136214,4.779530192932342,2.5107229679309984,4.653846744035512,3.917407174779512,6.3083876476187095,4.462446363989486,7.477087628693528,94619
PAST SALE,March-21-2025,Single Family Residential,2225 19th Ave,Oakland,CA,94606,545000,2,1.5,HIGHLAND TERRACE,1082,3150,1930,NA,504,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/2225-19th-Ave-94606/home/534034,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081407,N,Y,37.7928005,-122.235307,1.378355102809248,0,0.8260875802827476,Edna Brewer Middle,-3.8499999999999996,4,1,0,1,545000,C,C,yellow,0,0,1,0,0,2025-03-21,2025,1930,2025,95,1.2717569162774383,1.3119443564744908,2.4923577903846943,2.9212721852250985,2.2411174445072923,2.384580210166446,3.8164297237368303,1.9187690394359547,5.4611639635515665,94606
PAST SALE,December-24-2024,Single Family Residential,5470 Crittenden St,Oakland,CA,94601,635000,2,1,FAIRFAX,1235,5332,1939,NA,514,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/5470-Crittenden-St-94601/home/1063260,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41076006,N,Y,37.7691205,-122.202463,1.109300212035045,0,0.9801653550687272,Oakland Unity High,0.6999999999999993,4,1,0,1,635000,C,C,yellow,0,0,1,0,0,2024-12-24,2024,1939,2024,85,3.5225978000285423,3.649475426187723,4.487155221460832,2.928592750289335,4.405204615497811,3.5523655962789684,6.2407860632816154,4.33796621202705,7.6009742370918705,94601
PAST SALE,December-10-2020,Single Family Residential,1430 71st Ave,Oakland,CA,94621,393500,2,1,HEGINBERGER,936,4200,1949,NA,420,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1430-71st-Ave-94621/home/1801065,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40921270,N,Y,37.7605002,-122.1882134,0.6667424393598755,0,0.9245762832578707,Oakland Unity High,0.6999999999999993,4,1,0,1,393500,{ },NA,NA,0,0,0,0,0,2020-12-10,2020,1949,2020,71,2.7642758619634087,4.605967068702672,5.345966267671592,3.3872865442319173,5.362759014229151,3.099799410667456,7.213947479352422,5.317652765645331,8.475447323669028,94621
PAST SALE,July-9-2021,Single Family Residential,1157 Seminary Ave,Oakland,CA,94621,500000,2,1,MELROSE,880,3500,1948,NA,568,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1157-Seminary-Ave-94621/home/1995357,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40946013,N,Y,37.7624777,-122.2036704,0.7121764485618902,0,1.2605518006345244,Oakland Unity High,0.6999999999999993,4,1,0,0,500000,D,D,red,0,0,0,1,1,2021-07-09,2021,1948,2021,73,3.115784636735108,3.982435420190404,4.587702840054797,3.386754402630888,4.552217710861308,3.0911559352877065,6.527646173643415,4.594105669351253,7.996784652349683,94621
PAST SALE,April-8-2021,Single Family Residential,1601 79th Ave,Oakland,CA,94621,515000,2,1,OAKLAND,973,1500,1927,NA,529,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1601-79th-Ave-94621/home/577003,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40931476,N,Y,37.7588613,-122.1791433,1.0316465009616271,0,1.082503601100452,Oakland Unity High,0.6999999999999993,4,1,0,0,515000,B,B,blue,0,1,0,0,0,2021-04-08,2021,1927,2021,94,2.6334244838310497,5.027232565650961,4.95557231959655,3.5194867259097222,5.858287260899709,3.183218252722284,7.654547401901343,5.778728990374525,8.81162883519003,94621
PAST SALE,December-29-2021,Single Family Residential,4030 Penniman Ave,Oakland,CA,94619,655000,2,1,ALLENDALE,890,2700,1925,NA,736,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/4030-Penniman-Ave-94619/home/550570,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40966693,N,Y,37.7859288,-122.2021242,1.4254354494148331,0,1.1591534200903795,Redwood Heights Elementary,41,5,1,0,0,655000,C,C,yellow,0,0,1,0,0,2021-12-29,2021,1925,2021,96,2.830413469778349,2.847659408832002,4.2954885496868265,1.8473610527667572,4.09524238787144,4.242461078772463,5.500651872567093,3.731537294584589,6.566950979872794,94619
PAST SALE,NA,Single Family Residential,7406 Deerwood Ave,Oakland,CA,94605,625000,2,2,NA,1257,4005,1945,NA,497,NA,NA,NA,NA,https://www.redfin.com/CA/Oakland/7406-Deerwood-Ave-94605/home/1445786,NA,NA,N,Y,37.7633806,-122.1789287,1.1864899479667073,0,0.7981289042784782,Oakland Unity High,0.6999999999999993,4,1,0,1,625000,C,C,yellow,0,0,1,0,0,NA,NA,1945,NA,NA,2.9458484115900596,4.787491626813537,5.206585894559529,3.2106766857418294,5.743416780061019,3.46951840242891,7.458996090417197,5.607564669707153,8.548052362536653,94605
PAST SALE,NA,Single Family Residential,7315 Krause Ave,Oakland,CA,94605,400000,2,1,NA,887,4240,1941,NA,451,NA,NA,NA,NA,https://www.redfin.com/CA/Oakland/7315-Krause-Ave-94605/home/1356840,NA,NA,N,Y,37.7645464,-122.1783856,1.2574195638177144,0,0.7420723018918893,Oakland Unity High,0.6999999999999993,4,1,0,1,400000,C,C,yellow,0,0,1,0,0,NA,NA,1941,NA,NA,3.0280008589384377,4.723386043128798,5.2579971855020124,3.1346235843505585,5.740974419425171,3.5550989795247054,7.430437217290401,5.587680794776113,8.494426998346498,94605
PAST SALE,January-27-2022,Single Family Residential,3800 High St,Oakland,CA,94619,1000000,2,1,Laurel,1008,3968,1922,NA,992,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3800-High-St-94619/home/1516802,San Francisco MLS,40978985,N,Y,37.7890987,-122.1909525,2.0628652202576165,0,0.6078852812277573,Redwood Heights Elementary,41,5,1,0,1,1000000,C,C,yellow,0,0,1,0,0,2022-01-27,2022,1922,2022,100,3.242684420056561,2.8934322062890545,4.900250036558966,1.4336416530645466,4.675396104220271,4.819648296172782,5.890002393040807,4.216233275145696,6.695192781637135,94619
